Order ID,Order Date,Customer ID,Customer Name,Segment,Country,City,State,Product ID,Category,Sub-Category,Product Name,Quantity
CA-2014-165155,22-09-2014,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",1
CA-2014-148985,12-11-2014,TB-21190,Thomas Brumley,Home Office,United States,Los Angeles,California,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,4
CA-2011-133830,05-12-2011,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,9
CA-2011-133830,05-12-2011,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,4
CA-2011-133830,05-12-2011,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,3
CA-2013-136994,28-05-2013,LS-17245,Lynn Smith,Consumer,United States,Los Angeles,California,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",2
CA-2013-169663,11-03-2013,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,3
CA-2012-149846,22-05-2012,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,OFF-LA-10004484,Office Supplies,Labels,Avery 476,2
CA-2012-149846,22-05-2012,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,7
US-2014-113201,01-07-2014,TT-21220,Thomas Thornton,Consumer,United States,Los Angeles,California,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,5
CA-2012-149097,20-10-2012,SV-20785,Stewart Visinsky,Consumer,United States,Los Angeles,California,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,7
CA-2014-133718,24-07-2014,TB-21520,Tracy Blumstein,Consumer,United States,Los Angeles,California,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),9
CA-2012-126347,14-12-2012,AJ-10945,Ashley Jarboe,Consumer,United States,Los Angeles,California,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,2
CA-2012-161242,01-06-2012,CG-12040,Catherine Glotzbach,Home Office,United States,Los Angeles,California,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",2
CA-2013-130638,17-05-2013,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",4
CA-2013-130638,17-05-2013,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,OFF-LA-10002195,Office Supplies,Labels,Avery 481,9
CA-2013-107104,27-11-2013,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,OFF-AR-10004269,Office Supplies,Art,Newell 31,9
CA-2013-107104,27-11-2013,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,2
CA-2013-107104,27-11-2013,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6
CA-2013-161746,22-10-2013,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3
CA-2013-161746,22-10-2013,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",2
CA-2013-161746,22-10-2013,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,3
CA-2012-141593,14-12-2012,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,1
CA-2013-138688,13-06-2013,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,2
CA-2013-109806,18-09-2013,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,3
CA-2013-109806,18-09-2013,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,1
CA-2012-131534,28-03-2012,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB?Flash Drive Imation?Corp,1
CA-2012-131534,28-03-2012,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,5
CA-2012-135272,07-12-2012,MS-17830,Melanie Seite,Consumer,United States,Los Angeles,California,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,4
CA-2013-161669,08-11-2013,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,2
CA-2013-161669,08-11-2013,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,OFF-LA-10004093,Office Supplies,Labels,Avery 486,2
CA-2012-133025,17-09-2012,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,5
CA-2014-117212,27-02-2014,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,4
CA-2014-117212,27-02-2014,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,4
CA-2014-117212,27-02-2014,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4
CA-2011-110184,12-07-2011,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,9
CA-2014-103611,13-09-2014,JM-15535,Jessica Myrick,Consumer,United States,Los Angeles,California,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",2
CA-2012-125423,13-12-2012,MC-17575,Matt Collins,Consumer,United States,Los Angeles,California,OFF-LA-10001771,Office Supplies,Labels,Avery 513,2
CA-2012-149972,21-09-2012,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,2
CA-2014-110842,12-11-2014,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,1
CA-2014-110842,12-11-2014,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,3
CA-2014-135167,16-06-2014,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1
CA-2013-107328,09-08-2013,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,6
CA-2011-120838,23-03-2011,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,2
US-2013-163881,25-11-2013,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2
US-2013-163881,25-11-2013,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,8
CA-2013-133144,17-05-2013,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,3
CA-2011-135090,22-11-2011,SP-20920,Susan Pistek,Consumer,United States,Los Angeles,California,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,9
CA-2014-144463,02-01-2014,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,FUR-FU-10001215,Furniture,Furnishings,Howard Miller 11-1/2" Diameter Brentwood Wall Clock,11
CA-2012-153416,24-11-2012,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,3
CA-2012-153416,24-11-2012,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,7
CA-2014-105914,03-10-2014,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,7
CA-2011-138436,26-03-2011,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,3
CA-2012-144722,16-03-2012,MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,FUR-FU-10001215,Furniture,Furnishings,Howard Miller 11-1/2" Diameter Brentwood Wall Clock,1
CA-2013-158694,11-11-2013,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,3
CA-2013-158694,11-11-2013,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,4
CA-2013-158694,11-11-2013,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,FUR-FU-10000965,Furniture,Furnishings,Howard Miller 11-1/2" Diameter Ridgewood Wall Clock,9
CA-2013-158694,11-11-2013,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,5
CA-2013-158694,11-11-2013,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,4
CA-2013-158694,11-11-2013,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-AR-10001227,Office Supplies,Art,Newell 338,5
US-2012-120502,13-04-2012,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,2
US-2012-120502,13-04-2012,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,2
US-2014-109582,13-09-2014,JM-15865,John Murray,Consumer,United States,Los Angeles,California,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",3
US-2013-162026,09-10-2013,JE-15745,Joel Eaton,Consumer,United States,Los Angeles,California,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,2
CA-2014-100825,10-09-2014,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,3
CA-2011-104178,25-08-2011,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",1
CA-2011-104178,25-08-2011,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,5
CA-2011-104178,25-08-2011,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,4
CA-2011-104178,25-08-2011,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,4
CA-2012-130253,14-12-2012,PP-18955,Paul Prost,Home Office,United States,Los Angeles,California,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",3
CA-2014-145772,04-06-2014,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,5
CA-2014-145772,04-06-2014,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,2
CA-2014-161578,17-12-2014,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,2
CA-2014-161578,17-12-2014,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",5
US-2014-115609,03-11-2014,CS-12505,Cindy Stewart,Consumer,United States,Los Angeles,California,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,5
US-2013-159093,10-05-2013,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",4
CA-2014-149076,15-01-2014,SO-20335,Sean O'Donnell,Consumer,United States,Los Angeles,California,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,5
CA-2011-116785,26-04-2011,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,OFF-AR-10003504,Office Supplies,Art,Newell 347,5
CA-2011-116785,26-04-2011,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,OFF-LA-10000305,Office Supplies,Labels,Avery 495,2
CA-2013-113656,23-01-2013,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",7
CA-2013-163594,13-04-2013,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,3
US-2014-120117,31-03-2014,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,2
CA-2012-129532,08-12-2012,YS-21880,Yana Sorensen,Corporate,United States,Los Angeles,California,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2
CA-2012-129532,08-12-2012,YS-21880,Yana Sorensen,Corporate,United States,Los Angeles,California,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,4
US-2014-141509,30-09-2014,SC-20575,Sonia Cooley,Consumer,United States,Los Angeles,California,OFF-AR-10002067,Office Supplies,Art,Newell 334,5
CA-2014-105326,21-08-2014,KT-16480,Kean Thornton,Consumer,United States,Los Angeles,California,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,4
US-2014-167318,27-07-2014,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,TEC-AC-10003870,Technology,Accessories,Logitech?Z-906 Speaker sys - home theater - 5.1-CH,5
CA-2014-141481,12-06-2014,ZD-21925,Zuschuss Donatelli,Consumer,United States,Los Angeles,California,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,3
CA-2013-154067,01-02-2013,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,4
US-2013-119270,13-03-2013,SW-20245,Scot Wooten,Consumer,United States,Los Angeles,California,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),2
CA-2013-146437,28-01-2013,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,OFF-AR-10000588,Office Supplies,Art,Newell 345,2
CA-2012-158918,20-12-2012,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-PA-10004947,Office Supplies,Paper,Staples,4
CA-2013-144015,27-06-2013,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,2
CA-2013-144015,27-06-2013,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,5
CA-2013-144015,27-06-2013,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ?? x 11?",2
CA-2011-169642,27-07-2011,BB-10990,Barry Blumstein,Corporate,United States,Los Angeles,California,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",2
US-2013-155971,07-06-2013,RB-19795,Ross Baird,Home Office,United States,Los Angeles,California,OFF-LA-10000452,Office Supplies,Labels,Avery 488,7
US-2013-155971,07-06-2013,RB-19795,Ross Baird,Home Office,United States,Los Angeles,California,OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,5
CA-2013-126732,03-09-2013,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,9
CA-2013-126732,03-09-2013,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,3
CA-2013-126732,03-09-2013,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,7
CA-2014-121853,24-09-2014,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,8
CA-2013-109806,18-09-2013,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,2
CA-2012-102848,07-11-2012,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1
CA-2013-161669,08-11-2013,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,4
CA-2013-161669,08-11-2013,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,4
CA-2014-117212,27-02-2014,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP?Telephone,8
CA-2014-117212,27-02-2014,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,3
CA-2011-110184,12-07-2011,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,8
CA-2011-157882,03-10-2011,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,1
CA-2011-157882,03-10-2011,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",3
CA-2012-142041,07-06-2012,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,OFF-BI-10004187,Office Supplies,Binders,Staples,5
CA-2014-102750,05-09-2014,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,3
CA-2012-149972,21-09-2012,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,4
CA-2014-110842,12-11-2014,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,5
CA-2013-107328,09-08-2013,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,FUR-TA-10001932,Furniture,Tables,Chromcraft 48" x 96" Racetrack Double Pedestal Table,2
CA-2013-107328,09-08-2013,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,5
CA-2011-120838,23-03-2011,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,6
US-2013-163881,25-11-2013,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,6
CA-2012-153416,24-11-2012,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2
CA-2012-153416,24-11-2012,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8
CA-2014-105914,03-10-2014,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",5
CA-2014-167003,24-05-2014,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",3
CA-2014-126662,18-07-2014,AB-10255,Alejandro Ballentine,Home Office,United States,Los Angeles,California,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,2
US-2014-136707,13-11-2014,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,4
CA-2013-158694,11-11-2013,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,3
US-2012-120502,13-04-2012,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,2
US-2013-108497,15-06-2013,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",5
CA-2013-142398,13-04-2013,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,7
CA-2013-142398,13-04-2013,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,1
CA-2014-133207,28-11-2014,DO-13645,Doug O'Connell,Consumer,United States,Los Angeles,California,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,4
CA-2014-145772,04-06-2014,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,1
CA-2013-163594,13-04-2013,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",3
CA-2013-163594,13-04-2013,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,3
US-2014-120117,31-03-2014,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1
CA-2012-161452,05-04-2012,CA-11965,Carol Adams,Corporate,United States,Los Angeles,California,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,3
CA-2011-125150,16-05-2011,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",5
US-2014-167318,27-07-2014,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",3
CA-2013-126732,03-09-2013,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,4
CA-2013-126732,03-09-2013,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,3
CA-2013-126732,03-09-2013,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,1
CA-2014-121853,24-09-2014,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,2
CA-2014-121853,24-09-2014,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,3
CA-2012-164777,27-01-2012,SC-20305,Sean Christensen,Consumer,United States,Los Angeles,California,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,5
CA-2011-123855,18-06-2011,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,TEC-PH-10000215,Technology,Phones,Plantronics Cordless?Phone Headset?with In-line Volume - M214C,5
CA-2012-135545,24-11-2012,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",6
US-2013-125969,07-11-2013,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",2
CA-2011-118962,05-08-2011,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",7
CA-2012-130890,02-11-2012,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,FUR-TA-10002903,Furniture,Tables,Bevis Round Bullnose 29" High Table Top,5
CA-2013-148796,15-04-2013,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,5
CA-2012-127418,13-06-2012,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,3
CA-2013-149314,03-07-2013,GB-14530,George Bell,Corporate,United States,Los Angeles,California,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1
CA-2012-153388,01-08-2012,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,6
US-2011-157385,23-11-2011,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,5
